pygame 2.6.0 (SDL 2.28.4, Python 3.12.4)
Hello from the pygame community. https://www.pygame.org/contribute.html
100
100
         12397737 function calls (12376331 primitive calls) in 13.219 seconds

   Ordered by: internal time

   ncalls  tottime  percall  cumtime  percall filename:lineno(function)
        1    0.000    0.000    0.000    0.000 _ops.py:546(OpOverload)
        1    0.000    0.000    0.000    0.000 base_subprocess.py:10(BaseSubprocessTransport)
        1    0.000    0.000    0.000    0.000 dirichlet.py:17(_Dirichlet)
        1    0.000    0.000    0.000    0.000 base_events.py:208(_SendfileFallbackProtocol)
       11    0.000    0.000    0.000    0.000 __init__.py:10(partialclass)
        1    0.000    0.000    0.000    0.000 join.py:43(Joinable)
        1    0.000    0.000    0.000    0.000 pareto.py:1(<module>)
        1    0.000    0.000    0.000    0.000 __init__.py:659(FastPath)
        1    0.000    0.000    0.000    0.000 ipaddress.py:1420(IPv4Interface)
        1    0.000    0.000    0.000    0.000 filter_observation.py:1(<module>)
        1    0.000    0.000    0.000    0.000 model.py:1859(BaseType)
        1    0.000    0.000    0.000    0.000 __init__.py:839(ZipExtFile)
        1    0.000    0.000    0.000    0.000 semi_structured.py:445(SparseSemiStructuredTensorCUSPARSELT)
        1    0.000    0.000    0.000    0.000 kumaraswamy.py:21(Kumaraswamy)
        1    0.000    0.000    0.000    0.000 _memory_profiler.py:619(CategoryElement)
        2    0.000    0.000    0.000    0.000 model.py:2732(<genexpr>)
        2    0.000    0.000    0.000    0.000 _utils_internal.py:30(get_file_path)
       11    0.000    0.000    0.000    0.000 enum.py:810(__getitem__)
        1    0.000    0.000    0.000    0.000 space.py:50(__init__)
        1    0.000    0.000    0.000    0.000 __init__.py:107(GArray)
        1    0.000    0.000    0.000    0.000 {built-in method numpy.empty}
        5    0.000    0.000    0.000    0.000 impl.py:700(supported_param)
        1    0.000    0.000    0.000    0.000 function.py:483(Function)
       11    0.000    0.000    0.000    0.000 windows.py:52(decorator)
        1    0.000    0.000    0.000    0.000 conv.py:16(_ConvNd)
        1    0.000    0.000    0.000    0.000 bdb.py:663(Breakpoint)
        1    0.000    0.000    0.000    0.000 _memory_profiler.py:630(CategoryDict)
        1    0.000    0.000    0.000    0.000 decoder.py:284(__init__)
        1    0.000    0.000    0.000    0.000 conv.py:271(Conv1d)
        1    0.000    0.000    0.000    0.000 lkj_cholesky.py:1(<module>)
        1    0.000    0.000    0.000    0.000 normal.py:1(<module>)
        1    0.000    0.000    0.000    0.000 discrete.py:1(<module>)
        4    0.000    0.000    0.000    0.000 <frozen importlib._bootstrap>:989(create_module)
        1    0.000    0.000    0.000    0.000 dynamic_shapes.py:26(_Dim)
        1    0.000    0.000    0.000    0.000 main.py:269(Nature)
       21    0.000    0.000    0.000    0.000 _script.py:979(_make_fail)
        1    0.000    0.000    0.000    0.000 conv.py:802(ConvTranspose2d)
        1    0.000    0.000    0.000    0.000 combining.py:58(ZipperMapDataPipe)
        1    0.000    0.000    0.000    0.000 _internal.py:131(LogState)
        1    0.000    0.000    0.000    0.000 pass_base.py:21(PassBase)
       14    0.000    0.000    0.000    0.000 mock.py:1985(<genexpr>)
        2    0.000    0.000    0.000    0.000 _functools.py:6(method_cache)
        1    0.000    0.000    0.000    0.000 studentT.py:12(StudentT)
        1    0.000    0.000    0.000    0.000 dataloader.py:681(_MultiProcessingDataLoaderIter)
        3    0.000    0.000    0.000    0.000 storage.py:283(_share_memory_lock_protected)
        1    0.000    0.000    0.000    0.000 code.py:1(<module>)
        1    0.000    0.000    0.000    0.000 beta.py:12(Beta)
        1    0.000    0.000    0.000    0.000 inverse_gamma.py:1(<module>)
       15    0.000    0.000    0.000    0.000 _jit_internal.py:760(_copy_to_script_wrapper)
        1    0.000    0.000    0.000    0.000 {built-in method _hashlib.openssl_sha3_224}
        1    0.000    0.000    0.000    0.000 connection.py:364(Connection)
        1    0.000    0.000    0.001    0.001 out_dtype.py:46(__init__)
        1    0.000    0.000    0.000    0.000 profiler_util.py:391(FormattedTimesMixin)
        1    0.000    0.000    0.000    0.000 inverse_gamma.py:11(InverseGamma)
        1    0.000    0.000    0.000    0.000 mock.py:2212(AsyncMockMixin)
        1    0.000    0.000    0.000    0.000 callable.py:173(CollatorIterDataPipe)
        6    0.000    0.000    0.000    0.000 signal.py:51(decorator)
        1    0.000    0.000    0.000    0.000 deterministic.py:1(<module>)
        1    0.000    0.000    0.000    0.000 _named_member_accessor.py:1(<module>)
        4    0.000    0.000    0.000    0.000 {built-in method posix.register_at_fork}
        1    0.000    0.000    0.000    0.000 _script.py:507(ScriptModule)
        2    0.000    0.000    0.000    0.000 <frozen os>:808(getenv)
        1    0.000    0.000    0.000    0.000 _digraph.py:5(DiGraph)
        1    0.000    0.000    0.000    0.000 async_vector_env.py:35(AsyncState)
        1    0.000    0.000    0.000    0.000 bdb.py:17(Bdb)
        1    0.000    0.000    0.000    0.000 gzip.py:139(GzipFile)
        1    0.000    0.000    0.014    0.014 registration.py:266(load_env_plugins)
        1    0.000    0.000    0.000    0.000 sndarray.py:1(<module>)
        1    0.000    0.000    0.000    0.000 unix_events.py:57(_UnixSelectorEventLoop)
        1    0.000    0.000    0.000    0.000 numerictypes.py:621(_register_types)
        1    0.000    0.000    0.028    0.028 rng_prims.py:161(register_run_and_save_rng_state_op)
       11    0.000    0.000    0.000    0.000 reductions.py:110(_torch_reduce)
        1    0.000    0.000    0.000    0.000 _stats.py:1(<module>)
        1    0.000    0.000    0.000    0.000 _classes.py:1(<module>)
        1    0.000    0.000    0.000    0.000 discrete.py:9(Discrete)
        1    0.000    0.000    0.000    0.000 abc.py:96(InspectLoader)
        1    0.000    0.000    0.000    0.000 unix.py:18(Unix)
        1    0.000    0.000    0.000    0.000 _guards.py:542(CompileContext)
        1    0.000    0.000    0.000    0.000 __init__.py:776(MetadataPathFinder)
        3    0.000    0.000    0.000    0.000 __init__.py:634(__init__)
        1    0.000    0.000    0.000    0.000 annotations.py:84(EvalEnv)
        1    0.000    0.000    0.000    0.000 base_events.py:276(Server)
        1    0.000    0.000    0.000    0.000 _memory_profiler.py:405(DataFlowEdge)
        1    0.000    0.000    0.000    0.000 functional_modules.py:9(FloatFunctional)
        1    0.000    0.000    0.000    0.000 impl.py:180(__init__)
        1    0.000    0.000    0.000    0.000 model.py:1901(CustomClassType)
        1    0.000    0.000    0.000    0.000 locks.py:445(Barrier)
        1    0.000    0.000    0.000    0.000 record_episode_statistics.py:1(<module>)
        8    0.000    0.000    0.000    0.000 __init__.py:8(parameterized)
        1    0.000    0.000    0.000    0.000 sparse.py:9(Embedding)
        1    0.000    0.000    0.000    0.000 storage.py:317(UntypedStorage)
        1    0.000    0.000    0.000    0.000 dataset.py:215(StackDataset)
        1    0.000    0.000    0.000    0.000 conv.py:957(ConvTranspose3d)
        1    0.000    0.000    0.000    0.000 <frozen importlib._bootstrap_external>:1207(_cache_bytecode)
        1    0.000    0.000    0.000    0.000 poisson.py:1(<module>)
        1    0.000    0.000    0.000    0.000 _VF.py:1(<module>)
        1    0.000    0.000    0.000    0.000 subprocess.py:470(CompletedProcess)
        1    0.000    0.000    0.000    0.000 adaptive.py:18(AdaptiveLogSoftmaxWithLoss)
        1    0.000    0.000    0.000    0.000 _adapters.py:40(CompatibilityFiles)
        7    0.000    0.000    0.000    0.000 <frozen _collections_abc>:549(__subclasshook__)
        1    0.000    0.000    0.000    0.000 weak.py:118(WeakIdKeyDictionary)
        1    0.000    0.000    0.000    0.000 rnn.py:27(PackedSequence)
        1    0.000    0.000    0.001    0.001 helper.py:1(<module>)
        1    0.000    0.000    0.000    0.000 model.py:235(_TorchDispatchModeKey)
        1    0.000    0.000    0.000    0.000 qconfig_mapping.py:182(QConfigMapping)
        1    0.000    0.000    0.000    0.000 dataset.py:392(Subset)
        1    0.000    0.000    0.000    0.000 binomial.py:1(<module>)
        6    0.000    0.000    0.000    0.000 utils.py:458(__init__)
        1    0.000    0.000    0.000    0.000 throughput_benchmark.py:1(<module>)
        4    0.000    0.000    0.000    0.000 typing.py:376(_tp_cache)
        1    0.000    0.000    0.000    0.000 _datasource.py:195(DataSource)
        4    0.000    0.000    0.000    0.000 model.py:2519(__str__)
        1    0.000    0.000    0.000    0.000 numbers.py:292(Rational)
        1    0.000    0.000    0.000    0.000 _common.py:21(package_to_anchor)
        1    0.000    0.000    0.000    0.000 _arrayterator_impl.py:16(Arrayterator)
        1    0.000    0.000    0.000    0.000 _semi_structured_ops.py:1(<module>)
        1    0.000    0.000    0.000    0.000 socket.py:665(SocketIO)
        1    0.000    0.000    0.000    0.000 argparse.py:157(HelpFormatter)
        1    0.000    0.000    0.000    0.000 grouping.py:144(GrouperIterDataPipe)
        1    0.000    0.000    0.000    0.000 quasirandom.py:5(SobolEngine)
        1    0.000    0.000    0.000    0.000 _parseaddr.py:211(AddrlistClass)
        1    0.000    0.000    0.000    0.000 conv.py:103(Conv1d)
        1    0.000    0.000    0.000    0.000 tags.py:45(Tag)
        3    0.000    0.000    0.000    0.000 {built-in method math.log}
        1    0.000    0.000    0.000    0.000 {built-in method _hashlib.openssl_sha1}
        1    0.000    0.000    0.000    0.000 _compression.py:33(DecompressReader)
        1    0.000    0.000    0.000    0.000 dlpack.py:10(DLDeviceType)
        1    0.000    0.000    0.000    0.000 pdb.py:166(_ModuleTarget)
        1    0.000    0.000    0.000    0.000 log_normal.py:1(<module>)
        1    0.000    0.000    0.000    0.000 traceback.py:679(TracebackException)
        6    0.000    0.000    0.000    0.000 model.py:1939(__str__)
        1    0.000    0.000    0.000    0.000 traceback.py:374(StackSummary)
        1    0.000    0.000    0.000    0.000 model.py:2536(OperatorName)
        1    0.000    0.000    0.000    0.000 lazy.py:10(_LazyProtocol)
       14    0.000    0.000    0.000    0.000 utils.py:35(exposed_in)
        1    0.000    0.000    0.000    0.000 _compatibility.py:1(<module>)
        7    0.000    0.000    0.000    0.000 getlimits.py:157(_register_type)
        1    0.000    0.000    0.000    0.000 embedding_ops.py:195(EmbeddingBag)
        1    0.000    0.000    0.000    0.000 parametrize.py:68(ParametrizationList)
        1    0.000    0.000    0.000    0.000 sprite.py:1062(LayeredDirty)
        1    0.000    0.000    0.000    0.000 tarfile.py:331(_Stream)
        1    0.000    0.000    0.000    0.000 batch_norm_replacement.py:1(<module>)
        1    0.000    0.000    0.000    0.000 model.py:2443(BaseOperatorName)
        1    0.000    0.000    0.000    0.000 observer.py:124(ObserverBase)
        1    0.000    0.000    0.000    0.000 multivariate_normal.py:1(<module>)
        1    0.000    0.000    0.000    0.000 transform_observation.py:7(TransformObservation)
        1    0.000    0.000    0.000    0.000 __init__.py:777(find_distributions)
        1    0.000    0.000    0.000    0.000 glob_group.py:7(GlobGroup)
        3    0.000    0.000    0.000    0.000 typing_extensions.py:1474(_set_default)
        1    0.000    0.000    0.000    0.000 rnn.py:111(RNNCell)
        1    0.000    0.000    0.000    0.000 laplace.py:1(<module>)
        1    0.000    0.000    0.000    0.000 lbfgs.py:183(LBFGS)
        5    0.000    0.000    0.000    0.000 {method 'union' of 'set' objects}
        1    0.000    0.000    0.000    0.000 model.py:1706(__str__)
        1    0.000    0.000    0.000    0.000 _ufunc_config.py:429(__call__)
        6    0.000    0.000    0.000    0.000 serialization.py:124(register_package)
        1    0.000    0.000    0.000    0.000 pdb.py:126(_ScriptTarget)
        1    0.000    0.000    0.000    0.000 random.py:889(getrandbits)
        1    0.000    0.000    0.000    0.000 inspect.py:1656(__new__)
        1    0.000    0.000    0.000    0.000 array_utils.py:1(<module>)
        2    0.000    0.000    0.000    0.000 __init__.py:158(__getattr__)
        1    0.000    0.000    0.000    0.000 dynamic_shapes.py:343(_DerivedConstraint)
        1    0.000    0.000    0.000    0.000 _arrayterator_impl.py:1(<module>)
       18    0.000    0.000    0.000    0.000 <frozen _collections_abc>:341(__subclasshook__)
        1    0.000    0.000    0.000    0.000 rnn.py:334(LSTM)
        1    0.000    0.000    0.000    0.000 context.py:206(ExceptionTrap)
        1    0.000    0.000    0.000    0.000 __init__.py:59(cuFFTPlanCache)
        2    0.000    0.000    0.000    0.000 _structures.py:1(<module>)
        1    0.000    0.000    0.000    0.000 calendar.py:75(Day)
       12    0.000    0.000    0.000    0.000 dataclasses.py:604(<genexpr>)
        1    0.000    0.000    0.000    0.000 feedparser.py:44(BufferedSubFile)
        3    0.000    0.000    0.000    0.000 utils.py:476(copy)
        1    0.000    0.000    0.000    0.000 independent.py:1(<module>)
        1    0.000    0.000    0.000    0.000 conv.py:156(Conv2d)
        4    0.000    0.000    0.000    0.000 {method 'translate' of 'str' objects}
       12    0.000    0.000    0.000    0.000 {method 'islower' of 'str' objects}
        1    0.000    0.000    0.000    0.000 relaxed_bernoulli.py:19(LogitRelaxedBernoulli)
        1    0.000    0.000    0.000    0.000 deterministic.py:7(_Deterministic)
        1    0.000    0.000    0.000    0.000 file_structure_representation.py:1(<module>)
        2    0.000    0.000    0.000    0.000 {built-in method posix.urandom}
        1    0.000    0.000    0.000    0.000 __init__.py:398(check_sparse_tensor_invariants)
        3    0.000    0.000    0.000    0.000 constraints.py:114(__init__)
        5    0.000    0.000    0.000    0.000 __init__.py:20(is_available)
        1    0.000    0.000    0.000    0.000 pickle.py:194(_Framer)
        1    0.000    0.000    0.000    0.000 adam.py:14(Adam)
        1    0.000    0.000    0.000    0.000 linear_relu.py:12(LinearReLU)
        1    0.000    0.000    0.000    0.000 threads.py:1(<module>)
        1    0.000    0.000    0.000    0.000 selecting.py:19(FilterIterDataPipe)
        1    0.000    0.000    0.000    0.000 transforms.py:560(PowerTransform)
        6    0.000    0.000    0.000    0.000 __init__.py:668(__new__)
        1    0.000    0.000    0.000    0.000 _decorator.py:65(non_deterministic)
        1    0.000    0.000    0.000    0.000 __init__.py:436(PercentStyle)
        3    0.000    0.000    0.000    0.000 {built-in method pygame.base.get_sdl_version}
       24    0.000    0.000    0.000    0.000 enum.py:1287(name)
        1    0.000    0.000    0.000    0.000 _meta_registrations.py:4827(GridSamplerInterpolation)
        1    0.000    0.000    0.000    0.000 conv_relu.py:19(ConvReLU1d)
        1    0.000    0.000    0.000    0.000 fake_tensor.py:394(FakeTensorConfig)
        1    0.000    0.000    0.000    0.000 mixture_same_family.py:1(<module>)
       10    0.000    0.000    0.000    0.000 __future__.py:83(__init__)
        6    0.000    0.000    0.000    0.000 connection.py:838(<genexpr>)
        1    0.000    0.000    0.000    0.000 types.py:42(Storage)
        1    0.000    0.000    0.000    0.000 grouping.py:10(BatcherMapDataPipe)
        1    0.000    0.000    0.000    0.000 _reduction.py:1(<module>)
        1    0.000    0.000    0.000    0.000 _content_store.py:192(ContentStoreReader)
        1    0.000    0.000    0.000    0.000 process.py:399(__init__)
        1    0.000    0.000    0.000    0.000 _streambase.py:1(<module>)
        1    0.000    0.000    0.000    0.000 exported_program.py:65(ModuleCallSignature)
        1    0.000    0.000    0.000    0.000 typing_extensions.py:595(__init__)
        1    0.000    0.000    0.000    0.000 encoders.py:1(<module>)
        1    0.000    0.000    0.000    0.000 hooks.py:9(RemovableHandle)
        1    0.000    0.000    0.000    0.000 sysconfig.py:224(is_python_build)
        1    0.000    0.000    0.000    0.000 model.py:1522(kind)
        1    0.000    0.000    0.003    0.003 cond.py:1(<module>)
        1    0.000    0.000    0.000    0.000 rnn.py:263(LSTM)
        1    0.000    0.000    0.000    0.000 linear.py:49(Linear)
        1    0.000    0.000    0.000    0.000 _package_unpickler.py:1(<module>)
        1    0.000    0.000    0.000    0.000 compatibility.py:18(LegacyEnv)
        1    0.000    0.000    0.000    0.000 model.py:430(ViewSchemaKind)
        1    0.000    0.000    0.000    0.000 itt.py:1(<module>)
        1    0.000    0.000    0.000    0.000 abc.py:153(TraversableResources)
        1    0.000    0.000    0.000    0.000 _exceptions.py:116(_ArrayMemoryError)
        1    0.000    0.000    0.000    0.000 sparse.py:49(EmbeddingBag)
        1    0.000    0.000    0.000    0.000 typing_extensions.py:2047(_SpecialForm)
        1    0.000    0.000    0.000    0.000 linear_relu.py:9(LinearReLU)
        1    0.000    0.000    0.000    0.000 _utils.py:96(BasicEvaluation)
        1    0.000    0.000    0.000    0.000 fake_quantize.py:299(FusedMovingAvgObsFakeQuantize)
        2    0.000    0.000    0.000    0.000 __init__.py:415(<genexpr>)
        1    0.000    0.000    0.000    0.000 logistic_normal.py:1(<module>)
        1    0.000    0.000    0.000    0.000 lr_scheduler.py:1133(CyclicLR)
        1    0.000    0.000    0.000    0.000 operator_support.py:27(OperatorSupportBase)
        1    0.000    0.000    0.000    0.000 atari_preprocessing.py:13(AtariPreprocessing)
        1    0.000    0.000    0.000    0.000 adadelta.py:11(Adadelta)
        1    0.000    0.000    0.000    0.000 _comparison.py:431(BooleanPair)
        1    0.000    0.000    0.000    0.000 stride_tricks.py:1(<module>)
        1    0.000    0.000    0.000    0.000 quopri.py:1(<module>)
        1    0.000    0.000    0.000    0.000 selectors.py:80(BaseSelector)
        1    0.000    0.000    0.000    0.000 argparse.py:1742(ArgumentParser)
       10    0.000    0.000    0.000    0.000 __init__.py:2140(safe_listdir)
        1    0.000    0.000    0.000    0.000 mock.py:1792(_patch_dict)
        1    0.000    0.000    0.000    0.000 embedding_ops.py:8(Embedding)
        1    0.000    0.000    0.000    0.000 internal.py:30(_InternalRPCPickler)
        1    0.000    0.000    0.000    0.000 variable.py:1(<module>)
        1    0.000    0.000    0.000    0.000 _ufunc_config.py:334(errstate)
        1    0.000    0.000    0.000    0.000 string.py:188(Formatter)
        1    0.000    0.000    0.000    0.000 runner.py:30(TextTestResult)
        1    0.000    0.000    0.000    0.000 convert_parameters.py:1(<module>)
        1    0.000    0.000    0.000    0.000 header.py:408(_ValueFormatter)
        1    0.000    0.000    0.000    0.000 main.py:57(TestProgram)
        1    0.000    0.000    0.000    0.000 normalization.py:89(LayerNorm)
        1    0.000    0.000    0.000    0.000 functional_modules.py:140(QFunctional)
        1    0.000    0.000    0.000    0.000 transform_reward.py:1(<module>)
        1    0.000    0.000    0.000    0.000 rnn.py:178(LSTMCell)
        1    0.000    0.000    0.000    0.000 is_from_package.py:1(<module>)
        1    0.000    0.000    0.004    0.004 npyio.py:1(<module>)
        1    0.000    0.000    0.000    0.000 model.py:1934(ListType)
        1    0.000    0.000    0.000    0.000 _storage_docs.py:1(<module>)
        1    0.000    0.000    0.000    0.000 join.py:85(_JoinConfig)
        1    0.000    0.000    0.000    0.000 __init__.py:1320(ELEMENTWISE_TYPE_PROMOTION_KIND)
        1    0.000    0.000    0.000    0.000 _text.py:1(<module>)
        1    0.000    0.000    0.000    0.000 linear_relu.py:50(LinearLeakyReLU)
        2    0.000    0.000    0.000    0.000 <frozen os>:1116(__subclasshook__)
        1    0.000    0.000    0.000    0.000 more.py:3610(callback_iter)
        1    0.000    0.000    0.000    0.000 sslproto.py:23(SSLProtocolState)
        1    0.000    0.000    0.000    0.000 platform.py:795(_Processor)
        1    0.000    0.000    0.000    0.000 getlimits.py:633(iinfo)
        1    0.000    0.000    0.000    0.000 fake_quantize.py:114(FakeQuantize)
        1    0.000    0.000    0.000    0.000 _policybase.py:18(_PolicyBase)
        1    0.000    0.000    0.000    0.000 csv.py:137(DictWriter)
       10    0.000    0.000    0.000    0.000 sym_node.py:489(_get_sym_node_fn)
        3    0.000    0.000    0.000    0.000 {method 'set' of '_contextvars.ContextVar' objects}
        1    0.000    0.000    0.000    0.000 sprite.py:363(AbstractGroup)
        1    0.000    0.000    0.000    0.000 _sym_dispatch_mode.py:1(<module>)
        1    0.000    0.000    0.000    0.000 overrides.py:1874(TorchFunctionMode)
        1    0.000    0.000    0.000    0.000 conv.py:587(_ConvTransposeNd)
        1    0.000    0.000    0.000    0.000 combinatorics.py:17(SamplerIterDataPipe)
        1    0.000    0.000    0.000    0.000 streams.py:315(StreamWriter)
        1    0.000    0.000    0.000    0.000 function.py:802(NestedIOFunction)
        1    0.000    0.000    0.000    0.000 __init__.py:428(Stripper)
        1    0.000    0.000    0.006    0.006 rnn.py:929(GRU)
        1    0.000    0.000    0.000    0.000 conv.py:10(_ConvNd)
        1    0.000    0.000    0.000    0.000 model.py:2723(parse_returns)
        1    0.000    0.000    0.000    0.000 splitter_base.py:81(FxNetAccNodesFinder)
        1    0.000    0.000    0.000    0.000 _decomposition_utils.py:1(<module>)
       14    0.000    0.000    0.000    0.000 utils.py:36(wrapper)
        1    0.000    0.000    0.000    0.000 conv_fused.py:25(_ConvBnNd)
        1    0.000    0.000    0.000    0.000 conv.py:39(Conv1d)
        1    0.000    0.000    0.000    0.000 __init__.py:312(SymFloat)
        1    0.000    0.000    0.000    0.000 _npyio_impl.py:105(NpzFile)
        1    0.000    0.000    0.000    0.000 _namedtensor_internals.py:1(<module>)
        1    0.000    0.000    0.000    0.000 pooling.py:413(MaxUnpool3d)
        1    0.000    0.000    0.000    0.000 relaxed_bernoulli.py:107(RelaxedBernoulli)
        1    0.000    0.000    0.000    0.000 conv.py:313(Conv2d)
        1    0.000    0.000    0.000    0.000 sampler.py:245(BatchSampler)
        1    0.000    0.000    0.000    0.000 difflib.py:1666(HtmlDiff)
        1    0.000    0.000    0.000    0.000 routeddecoder.py:17(RoutedDecoderIterDataPipe)
        1    0.000    0.000    0.000    0.000 sprite.py:1400(GroupSingle)
        1    0.000    0.000    0.000    0.000 frame_stack.py:12(LazyFrames)
        1    0.000    0.000    0.000    0.000 _ir_utils.py:1(<module>)
        1    0.000    0.000    0.000    0.000 shape_prop.py:72(ShapeProp)
        1    0.000    0.000    0.000    0.000 filelister.py:13(FileListerIterDataPipe)
        1    0.000    0.000    0.000    0.000 context.py:79(_compose)
        1    0.000    0.000    0.000    0.000 _nested_sequence.py:18(_NestedSequence)
        1    0.000    0.000    0.000    0.000 more.py:2838(run_length)
        1    0.000    0.000    0.000    0.000 _internal.py:151(get_log_level_pairs)
        1    0.000    0.000    0.000    0.000 __init__.py:1867(__init__)
        1    0.000    0.000    0.000    0.000 conv.py:381(Conv2d)
        1    0.000    0.000    0.000    0.000 _iotools.py:229(NameValidator)
        1    0.000    0.000    0.000    0.000 __init__.py:611(DistributionFinder)
        1    0.000    0.000    0.000    0.000 __init__.py:331(ELEMENTWISE_PRIM_TYPE_PROMOTION_KIND)
        1    0.000    0.000    0.000    0.000 rnn.py:1015(LSTMCell)
        1    0.000    0.000    0.000    0.000 model.py:1880(OptionalType)
        1    0.000    0.000    0.000    0.000 relaxed_categorical.py:12(ExpRelaxedCategorical)
        1    0.000    0.000    0.000    0.000 <frozen importlib._bootstrap_external>:1544(find_distributions)
        1    0.000    0.000    0.000    0.000 graph_module.py:34(_EvalCacheLoader)
        1    0.000    0.000    0.000    0.000 warnings.py:168(simplefilter)
        1    0.000    0.000    0.000    0.000 sysconfig.py:110(_getuserbase)
        1    0.000    0.000    0.000    0.000 pooling.py:1231(AdaptiveAvgPool2d)
        1    0.000    0.000    0.000    0.000 conv.py:182(ConvTranspose1d)
        1    0.000    0.000    0.000    0.000 render_collection.py:5(RenderCollection)
        1    0.000    0.000    0.000    0.000 _globals.py:65(_CopyMode)
       15    0.000    0.000    0.000    0.000 {built-in method from_iterable}
        1    0.000    0.000    0.000    0.000 plistlib.py:283(_DumbXMLWriter)
        1    0.000    0.000    0.000    0.000 glob_group.py:1(<module>)
        1    0.000    0.000    0.000    0.000 __init__.py:944(subscribe)
        1    0.000    0.000    0.000    0.000 exp_family.py:1(<module>)
        1    0.000    0.000    0.000    0.000 _recursive.py:424(ConcreteTypeStore)
        1    0.000    0.000    0.000    0.000 _check.py:1(<module>)
        3    0.000    0.000    0.000    0.000 {method 'reset' of '_contextvars.ContextVar' objects}
        1    0.000    0.000    0.000    0.000 configparser.py:1277(ConverterMapping)
        2    0.000    0.000    0.000    0.000 {built-in method _abc._abc_instancecheck}
        1    0.000    0.000    0.000    0.000 tarfile.py:606(_FileInFile)
        1    0.000    0.000    0.000    0.000 mock.py:2489(_Call)
        1    0.000    0.000    0.000    0.000 normalize.py:1(<module>)
       12    0.000    0.000    0.000    0.000 __init__.py:772(__bool__)
        1    0.000    0.000    0.000    0.000 selector_events.py:769(_SelectorTransport)
        1    0.000    0.000    0.000    0.000 lazy.py:54(LazyModuleMixin)
        1    0.000    0.000    0.000    0.000 response.py:1(<module>)
        1    0.000    0.000    0.000    0.000 resource_sharer.py:63(__init__)
        1    0.000    0.000    0.000    0.000 request.py:2145(FancyURLopener)
        1    0.000    0.000    0.000    0.000 transports.py:1(<module>)
        1    0.000    0.000    0.000    0.000 _adapters.py:112(OrphanPath)
        1    0.000    0.000    0.000    0.000 __init__.py:919(Handler)
        1    0.000    0.000    0.000    0.000 typing_extensions.py:431(_SpecialGenericAlias)
        1    0.000    0.000    0.000    0.000 __init__.py:1471(has_resource)
        3    0.000    0.000    0.000    0.000 __init__.py:9(is_available)
        1    0.000    0.000    0.000    0.000 graph.py:114(_Namespace)
        1    0.000    0.000    0.000    0.000 __init__.py:42(_init)
        1    0.000    0.000    0.000    0.000 _ops.py:965(__init__)
        1    0.000    0.000    0.000    0.000 ssl.py:415(Purpose)
        1    0.000    0.000    0.000    0.000 streams.py:418(StreamReader)
        1    0.000    0.000    0.000    0.000 embedding_ops.py:11(EmbeddingPackedParams)
        1    0.000    0.000    0.000    0.000 _methods.py:67(_all)
       12    0.000    0.000    0.000    0.000 {built-in method _abc.get_cache_token}
        1    0.000    0.000    0.000    0.000 _internal.py:695(_update_log_state_from_env)
        1    0.000    0.000    0.000    0.000 _atfork.py:1(<module>)
        1    0.000    0.000    0.000    0.000 structures.py:1(<module>)
        1    0.000    0.000    0.000    0.000 __init__.py:131(make)
        1    0.000    0.000    0.000    0.000 graph_drawer.py:408(FxGraphDrawer)
        1    0.000    0.000    0.033    0.033 __init__.py:441(_make_elementwise_unary_prim)
        1    0.000    0.000    0.000    0.000 proxy.py:485(Attribute)
        2    0.000    0.000    0.000    0.000 constraints.py:131(__call__)
        1    0.000    0.000    0.000    0.000 _builtins.py:116(_gen_torch_functional_registered_ops)
        1    0.000    0.000    0.000    0.000 __init__.py:1081(_CudaLegacyStorage)
        1    0.000    0.000    0.000    0.000 __init__.py:110(DeQuantize)
        1    0.000    0.000    0.000    0.000 __init__.py:274(StreamContext)
        1    0.000    0.000    0.000    0.000 abc.py:28(__getattr__)
        1    0.000    0.000    0.000    0.000 transforms.py:1130(StackTransform)
        1    0.000    0.000    0.000    0.000 __init__.py:1273(ByteStorage)
        1    0.000    0.000    0.000    0.000 proxy.py:59(ScopeContextManager)
        1    0.000    0.000    0.000    0.000 arrayprint.py:1408(StructuredVoidFormat)
        1    0.000    0.000    0.000    0.000 transforms.py:1202(CumulativeDistributionTransform)
        1    0.000    0.000    0.000    0.000 __init__.py:1699(_register)
        1    0.000    0.000    0.000    0.000 __init__.py:2065(PyZipFile)
        1    0.000    0.000    0.000    0.000 batchnorm.py:573(SyncBatchNorm)
        1    0.000    0.000    0.000    0.000 __config__.py:14(DisplayModes)
       20    0.000    0.000    0.000    0.000 __init__.py:1033(setFormatter)
        1    0.000    0.000    0.000    0.000 swa_utils.py:279(SWALR)
        1    0.000    0.000    0.000    0.000 __init__.py:273(EntryPoints)
        1    0.000    0.000    0.000    0.000 {method 'close' of 'select.epoll' objects}
        1    0.000    0.000    0.000    0.000 conv_fused.py:591(ConvReLU2d)
        1    0.000    0.000    0.000    0.000 _import_utils.py:7(_check_module_exists)
        1    0.000    0.000    0.000    0.000 _functools.py:1(<module>)
        1    0.000    0.000    0.000    0.000 _memory_profiler.py:338(SizeMap)
        1    0.000    0.000    0.000    0.000 conv.py:614(_ConvTransposeNd)
        1    0.000    0.000    0.000    0.000 {built-in method torch._C._distributed_c10d.set_debug_level_from_env}
        1    0.000    0.000    0.000    0.000 rnn.py:767(RNNCellBase)
