pygame 2.6.0 (SDL 2.28.4, Python 3.12.4)
Hello from the pygame community. https://www.pygame.org/contribute.html
100
100
         12397737 function calls (12376331 primitive calls) in 13.219 seconds

   Ordered by: internal time

   ncalls  tottime  percall  cumtime  percall filename:lineno(function)
        1    0.000    0.000    0.000    0.000 loss.py:1525(TripletMarginWithDistanceLoss)
        1    0.000    0.000    0.000    0.000 lbfgs.py:1(<module>)
        1    0.000    0.000    0.000    0.000 __init__.py:790(_search_paths)
        1    0.000    0.000    0.000    0.000 observer.py:1447(RecordingObserver)
        6    0.000    0.000    0.000    0.000 __init__.py:431(<genexpr>)
        1    0.000    0.000    0.000    0.000 backend_registry.py:43(backend_registered)
        1    0.000    0.000    0.000    0.000 _hook_iterator.py:8(_SnapshotState)
        1    0.000    0.000    0.000    0.000 unix_events.py:604(_UnixWritePipeTransport)
        1    0.000    0.000    0.000    0.000 conv_fused.py:459(ConvReLU1d)
        1    0.000    0.000    0.000    0.000 transforms.py:1004(PositiveDefiniteTransform)
        1    0.000    0.000    0.000    0.000 getlimits.py:32(MachArLike)
        1    0.000    0.000    0.000    0.000 time_limit.py:7(TimeLimit)
        1    0.000    0.000    0.000    0.000 autograd.py:17(autograd_kernel_indirection)
        1    0.000    0.000    0.000    0.000 <frozen importlib._bootstrap>:1103(_resolve_filename)
        1    0.000    0.000    0.000    0.000 conv.py:462(Conv3d)
        1    0.000    0.000    0.000    0.000 conv.py:214(Conv3d)
        1    0.000    0.000    0.000    0.000 feedparser.py:134(FeedParser)
        1    0.000    0.000    0.000    0.000 request.py:935(AbstractBasicAuthHandler)
        1    0.000    0.000    0.000    0.000 file_structure_representation.py:8(Directory)
        1    0.000    0.000    0.000    0.000 queue.py:258(_PySimpleQueue)
        1    0.000    0.000    0.000    0.000 linear.py:11(Linear)
        2    0.000    0.000    0.000    0.000 _structures.py:35(NegativeInfinityType)
        1    0.000    0.000    0.000    0.000 fake_tensor.py:768(_DispatchCacheEntry)
        1    0.000    0.000    0.001    0.001 __init__.py:469(StrFormatStyle)
        6    0.000    0.000    0.000    0.000 __init__.py:2394(_normalize_cached)
        1    0.000    0.000    0.000    0.000 package_exporter.py:53(_ModuleProviderAction)
        1    0.000    0.000    0.000    0.000 rnn.py:1153(RNNCellBase)
        1    0.000    0.000    0.000    0.000 _mangling.py:1(<module>)
        1    0.000    0.000    0.000    0.000 sampler.py:117(RandomSampler)
        1    0.000    0.000    0.000    0.000 argparse.py:1362(_ActionsContainer)
        1    0.000    0.000    0.000    0.000 operator_schemas.py:29(_nonzero_schemas)
        1    0.000    0.000    0.000    0.000 combining.py:64(ForkerIterDataPipe)
        1    0.000    0.000    0.000    0.000 __init__.py:289(select)
        1    0.000    0.000    0.000    0.000 unflatten.py:122(FlatArgsAdapter)
        1    0.000    0.000    0.000    0.000 string.py:57(Template)
        1    0.000    0.000    0.000    0.000 conv_relu.py:121(ConvReLU3d)
        1    0.000    0.000    0.000    0.000 _encoded_words.py:73(_QByteMap)
        1    0.000    0.000    0.000    0.000 proxy_tensor.py:739(DecompositionInterpreter)
        8    0.000    0.000    0.000    0.000 _internal.py:127(is_off_by_default)
        1    0.000    0.000    0.000    0.000 __init__.py:79(method_cache)
        3    0.000    0.000    0.000    0.000 __init__.py:506(<genexpr>)
        4    0.000    0.000    0.000    0.000 _internal.py:107(register_artifact_log)
        1    0.000    0.000    0.000    0.000 _streambase.py:4(_StreamBase)
        1    0.000    0.000    0.000    0.000 context.py:270(raises)
        1    0.000    0.000    0.000    0.000 request.py:1076(AbstractDigestAuthHandler)
        1    0.000    0.000    0.000    0.000 internal.py:23(RPCExecMode)
        2    0.000    0.000    0.000    0.000 <frozen abc>:117(__instancecheck__)
        1    0.000    0.000    0.005    0.005 rnn.py:630(LSTM)
        1    0.000    0.000    0.000    0.000 configparser.py:494(LegacyInterpolation)
        1    0.000    0.000    0.000    0.000 profiler_util.py:25(EventList)
        1    0.000    0.000    0.000    0.000 graphs.py:115(graph)
        1    0.000    0.000    0.000    0.000 model.py:2150(post_self_positional_mutable)
        1    0.000    0.000    0.000    0.000 subprocess.py:17(SubprocessStreamProtocol)
        1    0.000    0.000    0.000    0.000 random.py:876(SystemRandom)
        1    0.000    0.000    0.000    0.000 __init__.py:127(WorkerQueue)
        2    0.000    0.000    0.000    0.000 __init__.py:51(__init__)
        4    0.000    0.000    0.000    0.000 fake_tensor.py:105(ordered_set)
        1    0.000    0.000    0.000    0.000 conv.py:482(Conv3d)
        1    0.000    0.000    0.000    0.000 unflatten.py:463(_ModuleFrame)
        1    0.000    0.000    0.000    0.000 __init__.py:282(Throttler)
        1    0.000    0.000    0.000    0.000 remote_device.py:1(<module>)
        1    0.000    0.000    0.000    0.000 _add_newdocs_scalars.py:54(_get_platform_and_machine)
        1    0.000    0.000    0.000    0.000 log_normal.py:9(LogNormal)
        1    0.000    0.000    0.000    0.000 gray_scale_observation.py:1(<module>)
        1    0.000    0.000    0.000    0.000 adamax.py:12(Adamax)
        3    0.000    0.000    0.000    0.000 fake_impls.py:50(ordered_set)
        1    0.000    0.000    0.000    0.000 typing.py:1184(__mro_entries__)
        4    0.000    0.000    0.000    0.000 <frozen importlib._bootstrap>:997(exec_module)
        1    0.000    0.000    0.000    0.000 _importlib.py:1(<module>)
        1    0.000    0.000    0.000    0.000 decoder.py:271(Decoder)
        1    0.000    0.000    0.000    0.000 _typing_utils.py:1(<module>)
        1    0.000    0.000    0.000    0.000 <frozen importlib.util>:71(find_spec)
        1    0.000    0.000    0.000    0.000 quasirandom.py:1(<module>)
        1    0.000    0.000    0.000    0.000 loss.py:1043(CrossEntropyLoss)
        1    0.000    0.000    0.000    0.000 grouping.py:29(BatcherIterDataPipe)
        1    0.000    0.000    0.000    0.000 conv.py:1137(_LazyConvXdMixin)
        1    0.000    0.000    0.000    0.000 function.py:615(once_differentiable)
        1    0.000    0.000    0.000    0.000 __init__.py:60(Quantize)
        1    0.000    0.000    0.000    0.000 gumbel.py:14(Gumbel)
        3    0.000    0.000    0.000    0.000 inspect.py:2261(parse_name)
        1    0.000    0.000    0.000    0.000 adagrad.py:12(Adagrad)
        1    0.000    0.000    0.000    0.000 __init__.py:541(IResourceProvider)
        1    0.000    0.000    0.000    0.000 subprocess.py:118(Process)
        1    0.000    0.000    0.000    0.000 typing.py:3103(__init__)
        1    0.000    0.000    0.000    0.000 proxy_tensor.py:464(_SymNodeDict)
        1    0.000    0.000    0.000    0.000 <frozen _collections_abc>:823(items)
        1    0.000    0.000    0.000    0.000 transports.py:9(BaseTransport)
        1    0.000    0.000    0.000    0.000 _memory_profiler.py:984(MemoryProfileTimeline)
        1    0.000    0.000    0.000    0.000 notices.py:1(<module>)
        1    0.000    0.000    0.000    0.000 vector_list_info.py:8(VectorListInfo)
        1    0.000    0.000    0.000    0.000 _text.py:7(FoldedCase)
        1    0.000    0.000    0.000    0.000 dataloader.py:564(_BaseDataLoaderIter)
        1    0.000    0.000    0.000    0.000 __init__.py:1948(FileMetadata)
        1    0.000    0.000    0.000    0.000 _typing.py:248(_DataPipeMeta)
        1    0.000    0.000    0.000    0.000 normalization.py:14(LocalResponseNorm)
        1    0.000    0.000    0.000    0.000 __init__.py:1353(Manager)
        1    0.000    0.000    0.000    0.000 _state.py:21(__init__)
        1    0.000    0.000    0.000    0.000 nadam.py:10(NAdam)
        1    0.000    0.000    0.000    0.000 constraints.py:196(_IndependentConstraint)
        1    0.000    0.000    0.000    0.000 error.py:35(HTTPError)
        1    0.000    0.000    0.000    0.000 conv.py:232(ConvTranspose2d)
        2    0.000    0.000    0.000    0.000 _jit_internal.py:652(ignore)
        1    0.000    0.000    0.000    0.000 half_cauchy.py:13(HalfCauchy)
        1    0.000    0.000    0.000    0.000 flatten_observation.py:1(<module>)
        1    0.000    0.000    0.000    0.000 functional_tensor.py:221(__init__)
        1    0.000    0.000    0.000    0.000 batchnorm.py:78(BatchNorm3d)
        1    0.000    0.000    0.000    0.000 response.py:68(addinfourl)
        1    0.000    0.000    0.000    0.000 reductions.py:63(__init__)
        2    0.000    0.000    0.000    0.000 sysconfig.py:304(get_preferred_scheme)
        1    0.000    0.000    0.000    0.000 instancenorm.py:11(_InstanceNorm)
        1    0.000    0.000    0.000    0.000 _functions.py:6(SyncBatchNorm)
        1    0.000    0.000    0.000    0.000 suite.py:92(TestSuite)
        1    0.000    0.000    0.000    0.000 parse.py:361(_fix_result_transcoding)
        1    0.000    0.000    0.001    0.001 code_template.py:1(<module>)
        1    0.000    0.000    0.000    0.000 distributed_c10d.py:376(P2POp)
        1    0.000    0.000    0.000    0.000 requirements.py:20(Requirement)
        1    0.000    0.000    0.000    0.000 internal.py:41(__init__)
        1    0.000    0.000    0.000    0.000 distributed.py:13(DistributedSampler)
        1    0.000    0.000    0.000    0.000 callable.py:21(MapperIterDataPipe)
        1    0.000    0.000    0.000    0.000 _state.py:26(parse_env)
        3    0.000    0.000    0.000    0.000 utils.py:488(__or__)
        1    0.000    0.000    0.000    0.000 __init__.py:49(QuantizedEngine)
        2    0.000    0.000    0.000    0.000 __init__.py:373(_FuncPtr)
        3    0.000    0.000    0.000    0.000 _ufunc_config.py:400(__init__)
        1    0.000    0.000    0.000    0.000 pooling.py:252(MaxUnpool1d)
        1    0.000    0.000    0.000    0.000 __init__.py:803(PathDistribution)
        6    0.000    0.000    0.000    0.000 _utils.py:901(get_err_fn)
        1    0.000    0.000    0.000    0.000 _dtype_like.py:67(_DTypeDictBase)
        1    0.000    0.000    0.000    0.000 typing_extensions.py:2734(deprecated)
        1    0.000    0.000    0.000    0.000 anomaly_mode.py:1(<module>)
        1    0.000    0.000    0.000    0.000 sgd.py:10(SGD)
        1    0.000    0.000    0.000    0.000 __init__.py:5(VendorImporter)
       14    0.000    0.000    0.000    0.000 mock.py:1986(<genexpr>)
        1    0.000    0.000    0.000    0.000 human_rendering.py:1(<module>)
        1    0.000    0.000    0.000    0.000 typing.py:672(Final)
        1    0.000    0.000    0.000    0.000 half_normal.py:13(HalfNormal)
        1    0.000    0.000    0.000    0.000 lr_scheduler.py:954(ReduceLROnPlateau)
        1    0.000    0.000    0.000    0.000 transforms.py:471(ReshapeTransform)
        1    0.000    0.000    0.000    0.000 rescale_action.py:10(RescaleAction)
        1    0.000    0.000    0.000    0.000 profiler.py:358(ProfilerAction)
        1    0.000    0.000    0.000    0.000 combining.py:134(_ForkerIterDataPipe)
        1    0.000    0.000    0.000    0.000 constraints.py:100(_Dependent)
        1    0.000    0.000    0.000    0.000 package_exporter.py:74(PackagingErrorReason)
        1    0.000    0.000    0.000    0.000 __init__.py:1760(MemoizedZipManifests)
        1    0.000    0.000    0.000    0.000 graph.py:206(saved_tensors_hooks)
        1    0.000    0.000    0.000    0.000 activation.py:18(Threshold)
        1    0.000    0.000    0.000    0.000 transform_observation.py:1(<module>)
        1    0.000    0.000    0.000    0.000 transforms.py:654(TanhTransform)
        1    0.000    0.000    0.000    0.000 linear_fused.py:13(LinearBn1d)
        1    0.000    0.000    0.000    0.000 loss.py:104(NLLLoss)
        1    0.000    0.000    0.000    0.000 _dtype_ctypes.py:1(<module>)
        1    0.000    0.000    0.000    0.000 padding.py:32(CircularPad1d)
        2    0.000    0.000    0.000    0.000 {method 'copy' of 'list' objects}
        1    0.000    0.000    0.000    0.000 rnn.py:136(_LSTMSingleLayer)
       11    0.000    0.000    0.000    0.000 api.py:492(method_factory)
        1    0.000    0.000    0.000    0.000 configparser.py:1207(SectionProxy)
        1    0.000    0.000    0.000    0.000 graph.py:226(PythonCode)
        1    0.000    0.000    0.000    0.000 __init__.py:11(__init__)
        1    0.000    0.000    0.000    0.000 throughput_benchmark.py:27(ExecutionStats)
        1    0.000    0.000    0.000    0.000 events.py:29(Handle)
        1    0.000    0.000    0.000    0.000 function.py:32(FunctionCtx)
        1    0.000    0.000    0.000    0.000 unix_events.py:460(_UnixReadPipeTransport)
        1    0.000    0.000    0.000    0.000 proxy_tensor.py:614(ProxyTorchDispatchMode)
        1    0.000    0.000    0.000    0.000 _symbolic_trace.py:984(_Patcher)
        1    0.000    0.000    0.000    0.000 iterators.py:1(<module>)
        2    0.000    0.000    0.000    0.000 _ufunc_config.py:426(__exit__)
        1    0.000    0.000    0.000    0.000 _pytesttester.py:1(<module>)
        1    0.000    0.000    0.000    0.000 operator_support.py:37(OperatorSupport)
        1    0.000    0.000    0.000    0.000 unflatten.py:26(_AttrKind)
        1    0.000    0.000    0.000    0.000 transports.py:251(_FlowControlMixin)
        2    0.000    0.000    0.000    0.000 {built-in method posix.unsetenv}
        1    0.000    0.000    0.000    0.000 linear.py:134(Bilinear)
        1    0.000    0.000    0.000    0.000 reinplace.py:17(_ViewType)
        1    0.000    0.000    0.000    0.000 __init__.py:3048(DistInfoDistribution)
        1    0.000    0.000    0.000    0.000 getlimits.py:381(finfo)
        1    0.000    0.000    0.000    0.000 _digraph.py:1(<module>)
        1    0.000    0.000    0.000    0.000 _functions.py:10(Broadcast)
        1    0.000    0.000    0.000    0.000 proxy.py:506(ParameterProxy)
        1    0.000    0.000    0.000    0.000 dataframes.py:60(Capture)
        1    0.000    0.000    0.000    0.000 transformer.py:244(TransformerEncoder)
        1    0.000    0.000    0.000    0.000 typing_extensions.py:579(__new__)
        1    0.000    0.000    0.000    0.000 autocast_mode.py:22(autocast)
        1    0.000    0.000    0.000    0.000 activation.py:14(ReLU6)
        1    0.000    0.000    0.000    0.000 generate_numeric_debug_handle.py:1(<module>)
        1    0.000    0.000    0.000    0.000 functional_tensor.py:614(FunctorchFunctionalizeAPI)
        4    0.000    0.000    0.000    0.000 __init__.py:54(__getattr__)
        1    0.000    0.000    0.000    0.000 _script.py:931(_get_methods)
        1    0.000    0.000    0.000    0.000 ssl.py:159(TLSVersion)
        1    0.000    0.000    0.000    0.000 {method 'replace' of 'code' objects}
        1    0.000    0.000    0.000    0.000 selectors.py:290(SelectSelector)
        1    0.000    0.000    0.000    0.000 utils.py:183(DisableOnWriteError)
        1    0.000    0.000    0.000    0.000 conv.py:1191(LazyConv1d)
        1    0.000    0.000    0.000    0.000 _function_base_impl.py:2141(vectorize)
        1    0.000    0.000    0.000    0.000 simple_registry.py:6(SimpleLibraryRegistry)
        1    0.000    0.000    0.000    0.000 calendar.py:442(HTMLCalendar)
        1    0.000    0.000    0.000    0.000 __init__.py:819(_Tellable)
        1    0.000    0.000    0.000    0.000 loss.py:1356(MultiMarginLoss)
